Game Name,System Full,Units(m),Publisher,Developer,Image_URL,Release Date
Pac-Man,Atari 2600,7.7,Atari,Atari,https://www.vgchartz.com/games/boxart/3878609ccc.jpg,01/03/1982
Pitfall!,Atari 2600,4.0,Activision,Activision,https://www.vgchartz.com/games/boxart/127822ccc.jpg,20/04/1982
Frogger,Atari 2600,4.0,Parker Bros.,Konami,https://www.vgchartz.com/games/boxart/7351891ccc.jpg,01/01/1982
Missile Command,Atari 2600,2.5,Atari,Atari,https://www.vgchartz.com/games/boxart/8855822ccc.jpg,01/01/1981
Space Invaders,Atari 2600,2.0,Atari,Atari,https://www.vgchartz.com/games/boxart/7131076ccc.jpg,01/01/1978
Adventure,Atari 2600,1.0,Atari,Atari,https://www.vgchartz.com/games/boxart/2255610ccc.jpg,01/01/1978
Dragster,Atari 2600,0.5,Activision,Activision,https://www.vgchartz.com/games/boxart/551809ccc.jpg,01/01/1980
Entity,Atari 2600,0.0,CGE Services Corporation,CGE Services,https://www.vgchartz.com/games/boxart/full_6145241AmericaFrontccc.jpg,09/08/2003
Mission 3000,Atari 2600,0.0,Bit Corporation,Quelle,https://www.vgchartz.com/games/boxart/full_9918249PALFrontccc.jpg,01/01/1983
Glib,Atari 2600,0.0,Unknown,Selchow & Righter,https://www.vgchartz.com/games/boxart/1137241ccc.jpg,01/01/1983
Phaser Patrol,Atari 2600,0.0,Unknown,Arcadia,https://www.vgchartz.com/games/boxart/5877491ccc.jpg,01/01/1982
Kool-Aid Man,Atari 2600,0.0,Mattel Interactive,Mattel,https://www.vgchartz.com/games/boxart/775863ccc.jpg,01/01/1983
Revenge of The Beefsteak Tomatoes,Atari 2600,0.0,20th Century Fox Video Games,20th Century Fox Video Games,https://www.vgchartz.com/games/boxart/3827186ccc.jpg,01/01/1983
Snail Against Squirrel,Atari 2600,0.0,Bit Corporation,Bit Corporation,https://www.vgchartz.com/games/boxart/full_546260AmericaFrontccc.jpg,20/08/1983
Star Strike,Atari 2600,0.0,Mattel Interactive,Mattel Interactive,https://www.vgchartz.com/games/boxart/8541509ccc.jpg,01/01/1982
Sword of Saros,Atari 2600,0.0,Unknown,Starpath Corp.,https://www.vgchartz.com/games/boxart/full_4341715AmericaFrontccc.jpg,01/01/1983
DatabaseTestingNA,Atari 2600,0.0,Unknown,TalonSoft,https://www.vgchartz.com/games/boxart/default.jpg,
Miniature Golf,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/1067679ccc.jpg,01/01/1979
Video Olympics,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/1287435ccc.jpg,01/10/1977
Air-Sea Battle,Atari 2600,0.98,Atari,Atari,https://www.vgchartz.com/games/boxart/full_5617044AmericaFrontccc.jpg,01/01/1977
Pong Sports,Atari 2600,0.0,Sears,Telegames,https://www.vgchartz.com/games/boxart/full_7607624AmericaFrontccc.jpg,01/01/1977
Bugs,Atari 2600,0.0,Data Age,Data Age,https://www.vgchartz.com/games/boxart/3290921ccc.jpg,01/01/1982
Crash Dive,Atari 2600,0.0,20th Century Fox Video Games,20th Century Fox Video Games,https://www.vgchartz.com/games/boxart/4693003ccc.jpg,01/01/1982
Starmaster,Atari 2600,0.0,Activision,Activision,https://www.vgchartz.com/games/boxart/3273158ccc.jpg,23/06/1982
River Raid,Atari 2600,1.6,Activision,Activision,https://www.vgchartz.com/games/boxart/5200578ccc.jpg,01/01/1982
Task Force,Atari 2600,0.0,Unknown,Froggo,https://www.vgchartz.com/games/boxart/9164061ccc.jpg,01/01/1983
Joust,Atari 2600,1.08,Atari,Atari,https://www.vgchartz.com/games/boxart/6620619ccc.jpg,01/01/1983
Word Zapper,Atari 2600,0.0,Vidtec,Vidtec,https://www.vgchartz.com/games/boxart/6090220ccc.jpg,01/01/1982
Alien,Atari 2600,0.79,20th Century Fox Video Games,20th Century Fox Video Games,https://www.vgchartz.com/games/boxart/4910706ccc.jpg,01/01/1982
Qb,Atari 2600,0.0,XYPE,XYPE,https://www.vgchartz.com/games/boxart/full_748185AmericaFrontccc.jpg,01/03/2001
Challenge,Atari 2600,0.0,Unknown,Funvision,https://www.vgchartz.com/games/boxart/full_challenge_172PALFront.jpg,01/01/1980
Dancing Plates,Atari 2600,0.0,Bit Corporation,Quelle,https://www.vgchartz.com/games/boxart/5724966ccc.jpg,01/01/1983
Fathom,Atari 2600,0.0,Imagic,Imagic,https://www.vgchartz.com/games/boxart/6692181ccc.jpg,01/01/1983
Mr. Do!'s Castle,Atari 2600,0.17,Parker Bros.,Parker Bros,https://www.vgchartz.com/games/boxart/297893ccc.jpg,01/01/1984
H.E.R.O.,Atari 2600,0.0,Activision,Activision,https://www.vgchartz.com/games/boxart/6102390ccc.jpg,23/03/1984
Popeye,Atari 2600,0.54,Parker Bros.,Parker Bros.,https://www.vgchartz.com/games/boxart/544832ccc.jpg,01/01/1983
Lost Luggage,Atari 2600,0.0,Apollo,Apollo,https://www.vgchartz.com/games/boxart/1319638ccc.jpg,01/01/1982
Room of Doom,Atari 2600,0.0,"CommaVid, Inc.","CommaVid, Inc.",https://www.vgchartz.com/games/boxart/full_room-of-doom_558AmericaFront.jpg,01/01/1982
Space Attack,Atari 2600,0.0,Mattel Interactive,Mattel,https://www.vgchartz.com/games/boxart/full_5851338AmericaFrontccc.jpg,01/01/1982
Combat Two,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/536898ccc.jpg,01/01/2001
Dishaster,Atari 2600,0.0,Unknown,Zimag,https://www.vgchartz.com/games/boxart/201614ccc.jpg,01/01/1983
Frankenstein's Monster,Atari 2600,0.32,Data Age,Data Age,https://www.vgchartz.com/games/boxart/2144143ccc.jpg,01/01/1983
Octopus,Atari 2600,0.0,Unknown,Carrere Video,https://www.vgchartz.com/games/boxart/full_9974794PALFrontccc.jpg,01/01/1982
I Want My Mommy,Atari 2600,0.0,Unknown,Zimag,https://www.vgchartz.com/games/boxart/2203352ccc.jpg,01/01/1983
Racing Pak,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/full_99638AmericaFrontccc.jpg,01/01/1978
Math Gran Prix,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/6694606ccc.jpg,01/01/1982
Shootin' Gallery,Atari 2600,0.0,Imagic,Imagic,https://www.vgchartz.com/games/boxart/1001770ccc.jpg,01/01/1982
Spider Fighter,Atari 2600,0.0,Activision,Activision,https://www.vgchartz.com/games/boxart/7663854ccc.jpg,01/01/1983
Submarine Commander,Atari 2600,0.0,Sears,Sears,https://www.vgchartz.com/games/boxart/72719ccc.jpg,01/01/1982
Battlezone,Atari 2600,0.62,Atari,Atari,https://www.vgchartz.com/games/boxart/full_4488888AmericaFrontccc.jpg,01/01/1983
Tomarc The Barbarian,Atari 2600,0.0,Xonox,Xonox,https://www.vgchartz.com/games/boxart/5985740ccc.jpg,01/01/1983
Artillery Duel,Atari 2600,0.0,Xonox,Xonox,https://www.vgchartz.com/games/boxart/full_8255661AmericaFrontccc.jpg,01/01/1983
Bobby is Going Home,Atari 2600,0.0,Bit Corporation,Bit Corporation,https://www.vgchartz.com/games/boxart/full_3113555AmericaFrontccc.jpg,01/01/1983
Berenstain Bears,Atari 2600,0.0,Coleco,Coleco,https://www.vgchartz.com/games/boxart/9333544ccc.jpg,01/01/1983
Double-Ender: Spike's Peak/Artillery Duel,Atari 2600,0.0,Xonox,Xonox,https://www.vgchartz.com/games/boxart/full_3572318AmericaFrontccc.jpg,01/01/1983
Sky Skipper,Atari 2600,0.0,Parker Bros.,Parker Bros.,https://www.vgchartz.com/games/boxart/2240114ccc.jpg,01/01/1983
Sssnake,Atari 2600,0.0,Data Age,Data Age,https://www.vgchartz.com/games/boxart/8336999ccc.jpg,01/01/1982
Super Football,Atari 2600,0.08,Atari,Atari,https://www.vgchartz.com/games/boxart/4330001ccc.jpg,01/01/1988
Double-Ender: Super Kung-Fu/Robin Hood,Atari 2600,0.0,Xonox,Xonox,https://www.vgchartz.com/games/boxart/full_1804444PALFrontccc.jpg,01/01/1983
James Bond 007,Atari 2600,0.0,Parker Bros.,Parker Brothers,https://www.vgchartz.com/games/boxart/2641297ccc.jpg,01/01/1983
Vanguard,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/490176ccc.jpg,01/01/1982
Spider-Man,Atari 2600,0.93,Parker Bros.,Parker Bros.,https://www.vgchartz.com/games/boxart/1006074ccc.jpg,01/01/1982
Speedway II,Atari 2600,0.0,Sears,Telegames,https://www.vgchartz.com/games/boxart/full_7459545AmericaFrontccc.jpg,01/01/1978
Brain Games,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/3907393ccc.jpg,01/01/1978
Cosmic Commuter,Atari 2600,0.0,Activision,Activision,https://www.vgchartz.com/games/boxart/9610135ccc.jpg,09/11/1984
Eggomania,Atari 2600,0.0,US Games,US Games,https://www.vgchartz.com/games/boxart/5313616ccc.jpg,01/01/1982
Gangster Alley,Atari 2600,0.0,Spectravision,Spectravision,https://www.vgchartz.com/games/boxart/9155114ccc.jpg,01/01/1983
Pele's Championship Soccer,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/1689240ccc.jpg,01/01/1980
Jungle Hunt,Atari 2600,1.1,Atari,Atari,https://www.vgchartz.com/games/boxart/3838680ccc.jpg,01/01/1983
RealSports Football,Atari 2600,0.26,Atari,Atari,https://www.vgchartz.com/games/boxart/9662244ccc.jpg,01/01/1982
E.T.: The Extra Terrestrial,Atari 2600,1.97,Atari,Atari,https://www.vgchartz.com/games/boxart/6239190ccc.jpg,01/01/1982
Ocean City Defender,Atari 2600,0.0,Unknown,Zellers,https://www.vgchartz.com/games/boxart/full_5670692AmericaFrontccc.jpg,
Cakewalk,Atari 2600,0.0,"CommaVid, Inc.","CommaVid, Inc.",https://www.vgchartz.com/games/boxart/8017436ccc.jpg,01/01/1983
Crypts of Chaos,Atari 2600,0.0,20th Century Fox Video Games,20th Century Fox Video Games,https://www.vgchartz.com/games/boxart/9539583ccc.jpg,01/01/1982
Exocet,Atari 2600,0.0,Panda Entertainment,Panda Entertainment,https://www.vgchartz.com/games/boxart/1862533ccc.jpg,01/01/1983
Moonsweeper,Atari 2600,0.0,Imagic,Imagic,https://www.vgchartz.com/games/boxart/1978302ccc.jpg,01/01/1983
Gravitar,Atari 2600,0.38,Atari,Atari,https://www.vgchartz.com/games/boxart/1702919ccc.jpg,01/01/1983
Planet Patrol,Atari 2600,0.0,Spectravision,Spectravision,https://www.vgchartz.com/games/boxart/3098986ccc.jpg,01/01/1983
Laser Gates,Atari 2600,0.0,Imagic,Imagic,https://www.vgchartz.com/games/boxart/3088747ccc.jpg,01/01/1983
Robin Hood,Atari 2600,0.0,Xonox,Xonox,https://www.vgchartz.com/games/boxart/full_5200238AmericaFrontccc.jpg,01/01/1983
Solar Storm,Atari 2600,0.0,Imagic,Imagic,https://www.vgchartz.com/games/boxart/6992728ccc.jpg,01/01/1983
Star Wars: Jedi Arena,Atari 2600,0.0,Parker Bros.,Parker Bros,https://www.vgchartz.com/games/boxart/8976855ccc.jpg,01/01/1983
Swordquest: WaterWorld,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/9021842ccc.jpg,01/01/1983
Rubik's Cube,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/full_7069907AmericaFrontccc.jpg,01/01/1983
Wall Ball,Atari 2600,0.0,Avalon Interactive,Avalon Hill,https://www.vgchartz.com/games/boxart/7457353ccc.jpg,01/01/1983
Haunted House,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/8805078ccc.jpg,01/01/1981
Q*bert's Qubes,Atari 2600,0.0,Parker Bros.,Parker Bros,https://www.vgchartz.com/games/boxart/3138117ccc.jpg,01/01/1984
Mangia',Atari 2600,0.0,Spectravision,Spectravision,https://www.vgchartz.com/games/boxart/7729490ccc.jpg,01/01/1983
Sea Hunt,Atari 2600,0.0,Unknown,Froggo,https://www.vgchartz.com/games/boxart/7783904ccc.jpg,01/01/1978
Space Shuttle: A Journey Into Space,Atari 2600,0.0,Activision,Activision,https://www.vgchartz.com/games/boxart/2501187ccc.jpg,01/01/1983
Strawberry Shortcake: Musical Match-ups,Atari 2600,0.0,Parker Bros.,Parker Bros,https://www.vgchartz.com/games/boxart/2124216ccc.jpg,01/01/1983
Air Raid,Atari 2600,0.77,Men-A-Vision,Men-A-Vision,https://www.vgchartz.com/games/boxart/full_air-raid_8AmericaFront.jpg,01/01/1982
Texas Chainsaw Massacre,Atari 2600,0.0,Unknown,Wizard Video Games,https://www.vgchartz.com/games/boxart/5601173ccc.jpg,14/03/1983
Moon Patrol,Atari 2600,1.12,Atari,Atari,https://www.vgchartz.com/games/boxart/full_moon-patrol_10AmericaFront.jpg,01/01/1983
Z-Tack,Atari 2600,0.0,Bomb,Bomb,https://www.vgchartz.com/games/boxart/7816490ccc.jpg,01/01/1983
Atlantis,Atari 2600,1.27,Imagic,Imagic,https://www.vgchartz.com/games/boxart/6960955ccc.jpg,01/01/1982
Anteater,Atari 2600,0.0,Stern,Stern,https://www.vgchartz.com/games/boxart/full_anteater_66AmericaFront.jpg,01/01/1982
China Syndrome,Atari 2600,0.0,Spectravision,Spectravision,https://www.vgchartz.com/games/boxart/8406725ccc.jpg,01/01/1982
Demon Attack,Atari 2600,2.13,Imagic,Imagic,https://www.vgchartz.com/games/boxart/6174127ccc.jpg,01/01/1982
Fireball,Atari 2600,0.33,Unknown,Starpath Corp.,https://www.vgchartz.com/games/boxart/5529659ccc.jpg,01/01/1982
Name This Game,Atari 2600,0.0,US Games,US Games,https://www.vgchartz.com/games/boxart/8303214ccc.jpg,01/01/1984
Crossbow,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/8624398ccc.jpg,01/01/1987
Trick Shot,Atari 2600,0.0,Imagic,Imagic,https://www.vgchartz.com/games/boxart/7896866ccc.jpg,01/01/1982
Barnstorming,Atari 2600,0.43,Activision,Activision,https://www.vgchartz.com/games/boxart/2014737ccc.jpg,01/01/1982
Wing War,Atari 2600,0.0,Activision,Imagic,https://www.vgchartz.com/games/boxart/full_1885917AmericaFrontccc.jpg,01/01/1983
Blue Print,Atari 2600,0.0,CBS Electronics,CBS Electronics,https://www.vgchartz.com/games/boxart/7442384ccc.jpg,01/01/1983
Concentration,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/full_1353271AmericaFrontccc.jpg,01/01/1978
Double Dunk,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/full_4028425AmericaFrontccc.jpg,01/01/1989
Front Line,Atari 2600,0.24,Taito,Coleco,https://www.vgchartz.com/games/boxart/1365125ccc.jpg,01/01/1982
Oscar's Trash Race,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/4017666ccc.jpg,01/01/1983
International Soccer,Atari 2600,0.19,Mattel Interactive,Mattel,https://www.vgchartz.com/games/boxart/8035723ccc.jpg,01/01/1982
Ram It,Atari 2600,0.0,Unknown,Telesys,https://www.vgchartz.com/games/boxart/7260738ccc.jpg,01/01/1982
Millipede,Atari 2600,0.48,Atari,Atari,https://www.vgchartz.com/games/boxart/383717ccc.jpg,01/01/1984
Skeet Shoot,Atari 2600,0.0,Apollo,Apollo,https://www.vgchartz.com/games/boxart/3385681ccc.jpg,01/01/1981
Sports Action Pack,Atari 2600,0.0,Activision,Activision,https://www.vgchartz.com/games/boxart/3625704ccc.jpg,01/01/1988
Super Baseball,Atari 2600,0.07,Atari,Atari,https://www.vgchartz.com/games/boxart/9366134ccc.jpg,01/01/1988
Miner 2049er Volume II,Atari 2600,0.0,Tigervision,Tigervision,https://www.vgchartz.com/games/boxart/full_2144431AmericaFrontccc.jpg,01/06/1983
Glacier Patrol,Atari 2600,0.0,Telegames,Sunrise Software Inc.,https://www.vgchartz.com/games/boxart/4272117ccc.jpg,01/01/1983
Pete Rose Baseball,Atari 2600,0.0,Absolute Entertainment,Absolute Entertainment,https://www.vgchartz.com/games/boxart/9816274ccc.jpg,01/03/1988
Killer Satellites,Atari 2600,0.0,Unknown,Starpath Corp.,https://www.vgchartz.com/games/boxart/6375006ccc.jpg,01/01/1983
Rescue Terra I,Atari 2600,0.0,Unknown,Venture Vision,https://www.vgchartz.com/games/boxart/8739332ccc.jpg,01/01/1982
Smurfs Save The Day,Atari 2600,0.0,Coleco,Coleco,https://www.vgchartz.com/games/boxart/full_7615645AmericaFrontccc.jpg,01/01/1983
Star Ship,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/7769356ccc.jpg,01/10/1977
Survival Run,Atari 2600,0.0,Milton Bradley,Milton Bradley,https://www.vgchartz.com/games/boxart/full_9063243AmericaFrontccc.jpg,01/01/1983
Gibbéri:sh',Atari 2600,0.0,Unknown,EA,https://www.vgchartz.com/games/boxart/default.jpg,
Mario Bros.,Atari 2600,1.59,Atari,Atari,https://www.vgchartz.com/games/boxart/full_8608062AmericaFrontccc.jpg,01/10/1983
Video Life,Atari 2600,0.0,"CommaVid, Inc.","CommaVid, Inc.",https://www.vgchartz.com/games/boxart/9784682ccc.jpg,01/01/1982
Race: Auto Racing,Atari 2600,0.0,Sears,Telegames,https://www.vgchartz.com/games/boxart/full_3705922AmericaFrontccc.jpg,01/01/1977
Buck Rogers: Planet of Zoom,Atari 2600,0.0,Sega,Sega,https://www.vgchartz.com/games/boxart/5850946ccc.jpg,01/01/1983
Crackpots,Atari 2600,0.0,Activision,Activision,https://www.vgchartz.com/games/boxart/4557572ccc.jpg,16/05/1983
Enduro,Atari 2600,0.87,Activision,Activision,https://www.vgchartz.com/games/boxart/7103636ccc.jpg,01/01/1983
Stargunner,Atari 2600,0.0,Unknown,Telesys,https://www.vgchartz.com/games/boxart/9129554ccc.jpg,01/01/1982
Pitfall II: Lost Caverns,Atari 2600,1.31,Activision,Activision,https://www.vgchartz.com/games/boxart/1672169ccc.jpg,16/09/1983
Tapper,Atari 2600,0.0,Sega,Sega,https://www.vgchartz.com/games/boxart/839923ccc.jpg,01/01/1983
Summer Games,Atari 2600,0.0,Epyx,Epyx,https://www.vgchartz.com/games/boxart/6149356ccc.jpg,01/01/1987
Wizard of Wor,Atari 2600,0.0,CBS Electronics,CBS Electronics,https://www.vgchartz.com/games/boxart/2426968ccc.jpg,01/01/1982
Airlock,Atari 2600,0.39,Data Age,Data Age,https://www.vgchartz.com/games/boxart/full_1933747AmericaFrontccc.jpg,01/01/1982
KLAX,Atari 2600,0.15,Atari,Atari,https://www.vgchartz.com/games/boxart/full_4658260AmericaFrontccc.jpg,01/01/1990
Centipede,Atari 2600,1.36,Atari,Atari,https://www.vgchartz.com/games/boxart/6285281ccc.jpg,01/01/1982
Death Trap,Atari 2600,0.17,Avalon Interactive,Avalon Hill,https://www.vgchartz.com/games/boxart/3586431ccc.jpg,01/01/1983
Fatal Run,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/8073772ccc.jpg,01/01/1990
Mouse Trap,Atari 2600,0.4,Coleco,Coleco,https://www.vgchartz.com/games/boxart/full_2394423AmericaFrontccc.jpg,01/01/1982
Gyruss,Atari 2600,0.0,Parker Bros.,Parker Bros,https://www.vgchartz.com/games/boxart/full_83022AmericaFrontccc.jpg,01/01/1984
Pooyan,Atari 2600,0.0,Konami,Konami,https://www.vgchartz.com/games/boxart/3397575ccc.jpg,01/01/1982
Laser Blast,Atari 2600,0.39,Activision,Activision,https://www.vgchartz.com/games/boxart/7447265ccc.jpg,01/03/1981
Rock 'N Roll Escape,Atari 2600,0.0,Imagic,Imagic,https://www.vgchartz.com/games/boxart/full_1688831AmericaFrontccc.jpg,01/01/1983
SoundX,Atari 2600,0.0,Unknown,Ed Federmeyer,https://www.vgchartz.com/games/boxart/full_1635065AmericaFrontccc.jpg,01/01/1994
Dig Dug,Atari 2600,1.64,Atari,Atari,https://www.vgchartz.com/games/boxart/7222772ccc.jpg,01/01/1983
Forest,Atari 2600,0.0,Unknown,Sancho,https://www.vgchartz.com/games/boxart/9470415ccc.jpg,01/01/1983
Obelix,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/4157451ccc.jpg,01/01/1986
Hunt & Score,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/8494757ccc.jpg,01/01/1980
Rabbit Transit,Atari 2600,0.0,Unknown,Starpath Corp.,https://www.vgchartz.com/games/boxart/8043517ccc.jpg,01/01/1983
Masters of the Universe: Power of He-Man,Atari 2600,0.0,Mattel Interactive,Mattel,https://www.vgchartz.com/games/boxart/228564ccc.jpg,01/01/1983
Sentinel,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/111825ccc.jpg,01/01/1990
Spacemaster X-7,Atari 2600,0.0,20th Century Fox Video Games,Sirius Software,https://www.vgchartz.com/games/boxart/full_spacemaster-x-7_502AmericaFront.jpg,01/01/1983
Sub Scan,Atari 2600,0.0,Sega,Sega,https://www.vgchartz.com/games/boxart/1331642ccc.jpg,01/01/1982
Basketball,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/1610908ccc.jpg,01/01/1978
Title Match Pro Wrestling,Atari 2600,0.0,Absolute Entertainment,Absolute Entertainment,https://www.vgchartz.com/games/boxart/8559290ccc.jpg,01/01/1987
Alpha Beam with Ernie,Atari 2600,0.0,Atari,"Children's Computer Workshop, Inc.",https://www.vgchartz.com/games/boxart/8961746ccc.jpg,01/01/1983
Gunslinger,Atari 2600,0.0,Sears,"Telegames, Inc.",https://www.vgchartz.com/games/boxart/full_6337292AmericaFrontccc.jpg,01/01/1978
Beamrider,Atari 2600,0.27,Activision,Activision,https://www.vgchartz.com/games/boxart/full_5056801AmericaFrontccc.jpg,24/01/1984
Double-Ender: Artillery Duel / Ghost Manor,Atari 2600,0.0,Xonox,Xonox,https://www.vgchartz.com/games/boxart/full_7230393AmericaFrontccc.jpg,01/01/1983
Codebreaker,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/3527240ccc.jpg,01/01/1978
Sky Jinks,Atari 2600,0.0,Activision,Activision,https://www.vgchartz.com/games/boxart/8359694ccc.jpg,01/01/1982
Squeeze Box,Atari 2600,0.0,US Games,US Games,https://www.vgchartz.com/games/boxart/9166089ccc.jpg,01/01/1982
Super Cobra,Atari 2600,0.0,Parker Bros.,Parker Bros,https://www.vgchartz.com/games/boxart/8560760ccc.jpg,01/01/1983
Double-Ender: Robin Hood / Sir Lancelot,Atari 2600,0.0,Xonox,Xonox,https://www.vgchartz.com/games/boxart/full_double-ender-robin-hood-sir-lancelot_6AmericaFront.jpg,01/01/1983
Ice Hockey,Atari 2600,0.49,Activision,Activision,https://www.vgchartz.com/games/boxart/7908679ccc.jpg,01/01/1981
Tutankham,Atari 2600,0.0,Stern,Parker Bros,https://www.vgchartz.com/games/boxart/8123829ccc.jpg,01/01/1982
Raiders of the Lost Ark,Atari 2600,0.5,Atari,Atari,https://www.vgchartz.com/games/boxart/9261165ccc.jpg,01/01/1982
Time Warp,Atari 2600,0.0,Unknown,Zellers,https://www.vgchartz.com/games/boxart/full_9352226AmericaFrontccc.jpg,
Boxing,Atari 2600,0.77,Activision,Activision,https://www.vgchartz.com/games/boxart/604271ccc.jpg,17/06/1980
Cosmic Ark,Atari 2600,1.05,Imagic,Imagic,https://www.vgchartz.com/games/boxart/247879ccc.jpg,01/01/1982
The Earth Dies Screaming,Atari 2600,0.0,20th Century Fox Video Games,20th Century Fox Video Games,https://www.vgchartz.com/games/boxart/full_1985236AmericaFrontccc.jpg,01/01/1983
Galaxian,Atari 2600,0.77,Atari,Atari,https://www.vgchartz.com/games/boxart/5731431ccc.jpg,01/01/1983
Party Mix,Atari 2600,0.0,Unknown,Starpath Corp.,https://www.vgchartz.com/games/boxart/3452831ccc.jpg,01/01/1983
Jungle Fever/Knight on the Town,Atari 2600,0.0,Playaround,Playaround,https://www.vgchartz.com/games/boxart/full_6937327AmericaFrontccc.jpg,01/01/1982
RealSports Boxing,Atari 2600,0.29,Atari,Atari,https://www.vgchartz.com/games/boxart/2131274ccc.jpg,01/01/1987
Mines of Minos,Atari 2600,0.0,"CommaVid, Inc.","CommaVid, Inc.",https://www.vgchartz.com/games/boxart/231849ccc.jpg,01/01/1982
BurgerTime,Atari 2600,0.59,Mattel Interactive,Mattel,https://www.vgchartz.com/games/boxart/9583397ccc.jpg,01/01/1982
Cruise Missile,Atari 2600,0.0,Unknown,Froggo,https://www.vgchartz.com/games/boxart/9583180ccc.jpg,01/01/1982
Espial,Atari 2600,0.0,Tigervision,Tigervision,https://www.vgchartz.com/games/boxart/497043ccc.jpg,01/01/1984
Montezuma's Revenge featuring Panama Joe,Atari 2600,0.0,Parker Bros.,Parker Bros,https://www.vgchartz.com/games/boxart/7542964ccc.jpg,01/01/1984
Grand Prix,Atari 2600,0.48,Activision,Activision,https://www.vgchartz.com/games/boxart/4269326ccc.jpg,01/01/1982
Pigs in Space,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/full_pigs-in-space_8AmericaFront.jpg,01/01/1983
Laser Volley,Atari 2600,0.0,Zellers,Zellers,https://www.vgchartz.com/games/boxart/8506424ccc.jpg,01/01/1983
Road Runner,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/5432982ccc.jpg,01/01/1989
Solar Fox,Atari 2600,0.0,CBS Electronics,Bally Midway,https://www.vgchartz.com/games/boxart/8871256ccc.jpg,01/01/1983
Star Wars Return of The Jedi: Death Star Battle,Atari 2600,0.0,Parker Bros.,Parker Bros,https://www.vgchartz.com/games/boxart/1118842ccc.jpg,01/01/1983
Swordquest: FireWorld,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/4129903ccc.jpg,01/01/1982
TestingGame,Atari 2600,0.0,Unknown,TalonSoft,https://www.vgchartz.com/games/boxart/default.jpg,
Q*bert,Atari 2600,0.58,Parker Bros.,Gottlieb,https://www.vgchartz.com/games/boxart/880814ccc.jpg,01/01/1983
Wabbit,Atari 2600,0.0,Apollo,Apollo,https://www.vgchartz.com/games/boxart/762216ccc.jpg,01/01/1982
Ghostbusters,Atari 2600,0.45,Activision,Atari,https://www.vgchartz.com/games/boxart/4163530ccc.jpg,10/05/1985
Outer Space,Atari 2600,0.0,Sears,Telegames,https://www.vgchartz.com/games/boxart/full_9367313AmericaFrontccc.jpg,01/01/1978
Malagai,Atari 2600,0.0,Answer Software,Answer Software,https://www.vgchartz.com/games/boxart/3337150ccc.jpg,01/01/1983
Sea Hawk,Atari 2600,0.0,Unknown,Froggo,https://www.vgchartz.com/games/boxart/9490142ccc.jpg,01/01/1982
Space Jockey,Atari 2600,0.0,US Games,US Games,https://www.vgchartz.com/games/boxart/8748782ccc.jpg,01/01/1982
Strategy X,Atari 2600,0.0,Konami,Konami,https://www.vgchartz.com/games/boxart/9257653ccc.jpg,01/01/1981
3-D Tic-Tac-Toe,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/9357262ccc.jpg,01/01/1978
Tennis,Atari 2600,0.0,Activision,Activision,https://www.vgchartz.com/games/boxart/929093ccc.jpg,01/01/1981
Kaboom!,Atari 2600,1.15,Activision,Activision,https://www.vgchartz.com/games/boxart/51576ccc.jpg,01/01/1981
Xenophobe,Atari 2600,0.0,Atari,Atari,https://www.vgchartz.com/games/boxart/9291309ccc.jpg,01/01/1990
Astrochase,Atari 2600,0.0,Unknown,Parker Bros.,https://www.vgchartz.com/games/boxart/full_4312379AmericaFrontccc.jpg,
RealSports Basketball,Atari 2600,0.0,CGE Services Corporation,Atari,https://www.vgchartz.com/games/boxart/full_6980088AmericaFrontccc.jpg,10/08/2002
