Game Name,System Full,Units(m),Publisher,Developer,Image_URL,Release Date
Gradius II: Gofer no Yabou,Nintendo Entertainment System,0.0,Konami,Konami,https://www.vgchartz.com/games/boxart/full_3465803JapanFrontccc.jpg,16/12/1988
Batman,Nintendo Entertainment System,0.0,Sunsoft,SunSoft,https://www.vgchartz.com/games/boxart/full_5137495AmericaFrontccc.jpg,01/02/1990
Dusty Diamond's All-Star Softball,Nintendo Entertainment System,0.0,Tonkin House,Broderbund,https://www.vgchartz.com/games/boxart/2157166ccc.jpg,01/07/1990
Downtown Special: Kunio-kun no Jidaigeki Dayo Zenin Shuugou!,Nintendo Entertainment System,0.0,Technos Japan Corporation,Technos Japan,https://www.vgchartz.com/games/boxart/full_8884772JapanFrontccc.jpg,26/07/1991
California Games,Nintendo Entertainment System,0.0,Milton Bradley,Rare Ltd.,https://www.vgchartz.com/games/boxart/802711ccc.jpg,01/06/1989
Batman: Return of the Joker,Nintendo Entertainment System,0.0,Sunsoft,SunSoft,https://www.vgchartz.com/games/boxart/full_4828490AmericaFrontccc.jpg,01/12/1991
Ballblazer,Nintendo Entertainment System,0.0,Pony Canyon,Lucasfilm Games,https://www.vgchartz.com/games/boxart/full_2704447JapanFrontccc.jpg,04/03/1988
Ghostbusters,Nintendo Entertainment System,0.0,Activision,Bits Laboratory,https://www.vgchartz.com/games/boxart/4978968ccc.jpg,01/10/1988
Super Jeopardy!,Nintendo Entertainment System,0.0,GameTek,GameTek,https://www.vgchartz.com/games/boxart/5522281ccc.jpg,01/09/1991
Classic Concentration,Nintendo Entertainment System,0.0,GameTek,"Softie, Inc.",https://www.vgchartz.com/games/boxart/873291ccc.jpg,01/09/1990
The Legend of Zelda 2: Link no Bouken (FDS),Nintendo Entertainment System,0.0,Nintendo,Nintendo EAD,https://www.vgchartz.com/games/boxart/full_9976096JapanFrontccc.jpg,14/01/1987
Fisher Price: Perfect Fit,Nintendo Entertainment System,0.0,GameTek,Beam Software,https://www.vgchartz.com/games/boxart/8755679ccc.jpg,01/03/1990
Cabal,Nintendo Entertainment System,0.0,Milton Bradley,Rare Ltd.,https://www.vgchartz.com/games/boxart/65193ccc.jpg,01/06/1990
Fester's Quest,Nintendo Entertainment System,0.0,Sunsoft,SunSoft,https://www.vgchartz.com/games/boxart/6306749ccc.jpg,01/01/1989
Road Runner,Nintendo Entertainment System,0.0,Tengen,Tengen,https://www.vgchartz.com/games/boxart/full_7666342AmericaFrontccc.jpg,01/01/1989
Gegege no Kitarou 2: Youkai Gundan no Chousen,Nintendo Entertainment System,1.25,Bandai,Bandai,https://www.vgchartz.com/games/boxart/full_5873071JapanFrontccc.jpg,22/12/1987
Hydlide,Nintendo Entertainment System,0.0,FCI,Tikipod,https://www.vgchartz.com/games/boxart/full_3849774AmericaFrontccc.jpg,01/06/1989
Kai no Bouken: The Quest of Ki,Nintendo Entertainment System,0.0,Namco,Game Studio,https://www.vgchartz.com/games/boxart/full_7154751JapanFrontccc.jpg,22/07/1988
Family Mahjong II: Shanghai he no Michi,Nintendo Entertainment System,0.0,Namco,Nihon Bussan,https://www.vgchartz.com/games/boxart/full_9747592JapanFrontccc.jpg,25/11/1988
Darkman,Nintendo Entertainment System,0.0,Ocean,Ocean,https://www.vgchartz.com/games/boxart/7487285ccc.jpg,01/10/1991
Goemon Ganbare Gaiden: Kieta Ougon Kiseru,Nintendo Entertainment System,0.0,Konami,Konami,https://www.vgchartz.com/games/boxart/full_goemon-ganbare-gaiden-kieta-ougon-kiseru_45JapanFront.jpg,05/01/1990
Marble Madness,Nintendo Entertainment System,0.0,Milton Bradley,Rare Ltd.,https://www.vgchartz.com/games/boxart/8244532ccc.jpg,01/03/1989
Deathbots,Nintendo Entertainment System,0.0,American Video Entertainment,Odyssey Digital Entertainment,https://www.vgchartz.com/games/boxart/full_deathbots_10AmericaFront.jpg,01/01/1990
Times of Lore,Nintendo Entertainment System,0.0,TOHO,Origin Systems,https://www.vgchartz.com/games/boxart/full_1442626AmericaFrontccc.jpg,01/05/1991
Wai Wai World 2: SOS!! Paseri Jou,Nintendo Entertainment System,0.0,Konami,Konami,https://www.vgchartz.com/games/boxart/full_wai-wai-world-2-sos-paseri-jou_8JapanFront.jpg,05/01/1991
Bomberman,Nintendo Entertainment System,1.03,Hudson Soft,Hudson Soft,https://www.vgchartz.com/games/boxart/4302388ccc.jpg,01/01/1989
Famicom Mukashi Banashi: Shin Oniga Shima - Kouhen (FDS),Nintendo Entertainment System,0.0,Nintendo,Pax Softonica,https://www.vgchartz.com/games/boxart/full_9099147JapanFrontccc.jpg,30/09/1987
Ghost Lion,Nintendo Entertainment System,0.0,Kemco,Kemco,https://www.vgchartz.com/games/boxart/full_legend-of-the-ghost-lion_396AmericaFront.png,01/10/1992
Bases Loaded II: Second Season,Nintendo Entertainment System,0.0,Jaleco,Jaleco Entertainment,https://www.vgchartz.com/games/boxart/6132537ccc.jpg,01/01/1990
Cool World,Nintendo Entertainment System,0.0,Ocean,Ocean,https://www.vgchartz.com/games/boxart/7733888ccc.jpg,01/06/1993
Advanced Dungeons & Dragons: Hillsfar,Nintendo Entertainment System,0.0,FCI,Strategic Simulations,https://www.vgchartz.com/games/boxart/full_9256549AmericaFrontccc.jpg,01/02/1993
James Bond Jr.,Nintendo Entertainment System,0.0,THQ,Eurocom Entertainment Software,https://www.vgchartz.com/games/boxart/full_james-bond-jr_657AmericaFront.jpg,01/11/1992
The Karate Kid,Nintendo Entertainment System,0.0,LJN,Atlus Co.,https://www.vgchartz.com/games/boxart/512197ccc.jpg,01/11/1987
Fun House,Nintendo Entertainment System,0.0,Hi Tech Expressions,Hi Tech Expressions,https://www.vgchartz.com/games/boxart/5152761ccc.jpg,01/01/1991
Clu Clu Land (FDS),Nintendo Entertainment System,0.0,Nintendo,Nintendo R&D1,https://www.vgchartz.com/games/boxart/full_8603039JapanFrontccc.jpg,28/04/1992
Mission: Impossible,Nintendo Entertainment System,0.0,Ultra Games,Konami,https://www.vgchartz.com/games/boxart/3602565ccc.jpg,01/09/1990
Matsumoto Akira no Kabushiki Hisshougaku II,Nintendo Entertainment System,0.0,Imagineer,Imagineer,https://www.vgchartz.com/games/boxart/full_matsumoto-akira-no-kabushiki-hisshougaku-ii_7JapanFront.jpg,31/03/1989
Stinger,Nintendo Entertainment System,0.0,Konami,Konami,https://www.vgchartz.com/games/boxart/1098520ccc.jpg,01/01/1987
Zoids: Mokushiroku,Nintendo Entertainment System,0.0,Tomy Corporation,Tomy Corporation,https://www.vgchartz.com/games/boxart/full_zoids-mokushiroku_7JapanFront.jpg,21/12/1990
Spelunker,Nintendo Entertainment System,0.0,Broderbund,Micro Graphic Image,https://www.vgchartz.com/games/boxart/9430133ccc.jpg,01/09/1987
Astro Robo Sasa,Nintendo Entertainment System,0.0,ASCII Entertainment,MTL,https://www.vgchartz.com/games/boxart/full_astro-robo-sasa_52JapanFront.jpg,09/08/1985
The Incredible Crash Dummies,Nintendo Entertainment System,0.0,LJN,Software Creations,https://www.vgchartz.com/games/boxart/full_the-incredible-crash-dummies_3AmericaFront.jpg,01/08/1994
Pinball Quest,Nintendo Entertainment System,0.0,Jaleco,Jaleco Ltd.,https://www.vgchartz.com/games/boxart/full_1682324AmericaFrontccc.jpg,01/06/1990
Sanrio Cup: Pon Pon Volley,Nintendo Entertainment System,0.0,Character Soft,Character Soft,https://www.vgchartz.com/games/boxart/full_sanrio-cup-pon-pon-volley_894JapanFront.jpg,17/07/1992
Yo! Noid,Nintendo Entertainment System,0.0,Capcom,Now Production,https://www.vgchartz.com/games/boxart/full_yo-noid_2AmericaFront.jpg,01/11/1990
Target: Renegade,Nintendo Entertainment System,0.0,Taito,Software Creations,https://www.vgchartz.com/games/boxart/full_target-renegade_8AmericaFront.jpg,01/03/1990
Challenger,Nintendo Entertainment System,0.0,Unknown,"Hudson Soft Company, Ltd.",https://www.vgchartz.com/games/boxart/default.jpg,
Famista '91,Nintendo Entertainment System,0.3,Namco,Namco,https://www.vgchartz.com/games/boxart/full_4022603JapanFrontccc.jpg,21/12/1990
Captain Comic: The Adventure,Nintendo Entertainment System,0.0,ComputerEasy,Color Dreams,https://www.vgchartz.com/games/boxart/8703404ccc.jpg,01/01/1989
Kid Klown in Night Mayor World,Nintendo Entertainment System,0.0,Kemco,Kemco,https://www.vgchartz.com/games/boxart/full_6569759AmericaFrontccc.png,01/04/1993
Hook,Nintendo Entertainment System,0.0,Sony Imagesoft,Ocean,https://www.vgchartz.com/games/boxart/7226920ccc.jpg,01/04/1992
Devil World,Nintendo Entertainment System,0.0,Nintendo,Nintendo R&D1,https://www.vgchartz.com/games/boxart/full_9851560PALFrontccc.jpg,15/07/1987
Dig Dug II: Trouble In Paradise,Nintendo Entertainment System,0.0,Bandai,Namco,https://www.vgchartz.com/games/boxart/full_dig-dug-ii-trouble-in-paradise_5AmericaFront.jpg,01/12/1989
Ultraman Club: Chikyuu Dakkan Sakusen (FDS),Nintendo Entertainment System,0.0,Bandai,Tsuburaya Prod.,https://www.vgchartz.com/games/boxart/full_8856024JapanFrontccc.jpg,22/10/1988
WCW World Wrestling Championship,Nintendo Entertainment System,0.0,FCI,Nichibutsu,https://www.vgchartz.com/games/boxart/8203034ccc.jpg,01/04/1990
Willow,Nintendo Entertainment System,0.0,Capcom,Capcom,https://www.vgchartz.com/games/boxart/1397606ccc.jpg,01/12/1989
3-D WorldRunner,Nintendo Entertainment System,0.0,Acclaim Entertainment,Square,https://www.vgchartz.com/games/boxart/full_3-d-worldrunner_156AmericaFront.jpg,01/09/1987
Zombie Hunter,Nintendo Entertainment System,0.0,Unknown,Hi-Score Media Work,https://www.vgchartz.com/games/boxart/full_5681295JapanFrontccc.jpg,
Jordan vs Bird: One on One,Nintendo Entertainment System,0.0,Milton Bradley,Rare Ltd.,https://www.vgchartz.com/games/boxart/full_jordan-vs-bird-one-on-one_237AmericaFront.jpg,01/08/1989
Bio Senshi Dan: Increaser tono Tatakai,Nintendo Entertainment System,0.0,Jaleco,Jaleco Entertainment,https://www.vgchartz.com/games/boxart/full_bio-senshi-dan-increaser-tono-tatakai_5JapanFront.jpg,22/09/1987
Lunar Pool,Nintendo Entertainment System,0.0,FCI,Compile,https://www.vgchartz.com/games/boxart/9647012ccc.jpg,01/10/1987
Wheel of Fortune: Featuring Vanna White,Nintendo Entertainment System,0.0,GameTek,"Imagitec Design, Inc.",https://www.vgchartz.com/games/boxart/full_wheel-of-fortune-featuring-vanna-white_10AmericaFront.jpg,01/01/1992
Wolverine,Nintendo Entertainment System,0.0,LJN,Software Creations,https://www.vgchartz.com/games/boxart/4854084ccc.jpg,01/10/1991
Crayon Shin-Chan: Orato to Poi Poi,Nintendo Entertainment System,0.0,Bandai,TOSE Software,https://www.vgchartz.com/games/boxart/full_crayon-shin-chan-orato-to-poi-poi_651JapanFront.jpg,27/08/1993
Youkai Club,Nintendo Entertainment System,0.0,Jaleco,Jaleco Entertainment,https://www.vgchartz.com/games/boxart/full_youkai-club_10JapanFront.jpg,19/05/1987
Peepar Time,Nintendo Entertainment System,0.0,Sanritsu Denki,Sanritsu Denki,https://www.vgchartz.com/games/boxart/full_1941501JapanFrontccc.jpg,10/08/1990
Sakigake!! Otokojuku: Shippu Ichi Gou Sei,Nintendo Entertainment System,0.0,Bandai,Bandai,https://www.vgchartz.com/games/boxart/full_sakigake-otokojuku-shippu-ichi-gou-sei_469JapanFront.jpg,03/03/1989
Championship Pool,Nintendo Entertainment System,0.0,Mindscape,Bitmasters,https://www.vgchartz.com/games/boxart/6181963ccc.jpg,01/10/1993
The Young Indiana Jones Chronicles,Nintendo Entertainment System,0.0,Jaleco,LucasArts,https://www.vgchartz.com/games/boxart/full_6537569AmericaFrontccc.jpg,01/12/1992
Stargate,Nintendo Entertainment System,0.0,HAL Laboratory,Unknown,https://www.vgchartz.com/games/boxart/default.jpg,01/01/1988
Jurassic Park,Nintendo Entertainment System,0.36,Ocean,Ocean,https://www.vgchartz.com/games/boxart/5746363ccc.jpg,01/06/1993
TwinBee 3: Poko Poko Dai Maou,Nintendo Entertainment System,0.0,Konami,Konami,https://www.vgchartz.com/games/boxart/full_8901322JapanFrontccc.jpg,29/09/1989
Alien Syndrome,Nintendo Entertainment System,0.0,Sunsoft,Tengen,https://www.vgchartz.com/games/boxart/3659801ccc.jpg,01/01/1988
Tenkaichi Bushi: Keru Naguru,Nintendo Entertainment System,0.0,Namco,Game Studio,https://www.vgchartz.com/games/boxart/full_2579999JapanFrontccc.jpg,21/07/1989
Double Dragon II: The Revenge,Nintendo Entertainment System,0.0,Acclaim Entertainment,Technos Japan Corporation,https://www.vgchartz.com/games/boxart/5124408ccc.jpg,01/01/1990
The Adventures of Rad Gravity,Nintendo Entertainment System,0.0,Activision,Interplay,https://www.vgchartz.com/games/boxart/full_the-adventures-of-rad-gravity_10AmericaFront.jpg,01/12/1990
Famista '94,Nintendo Entertainment System,0.0,Namco,Namco,https://www.vgchartz.com/games/boxart/full_1438293JapanFrontccc.jpg,01/12/1993
1942,Nintendo Entertainment System,1.0,Capcom,Capcom,https://www.vgchartz.com/games/boxart/9326242ccc.jpg,01/11/1986
Raid on Bungeling Bay,Nintendo Entertainment System,0.0,Broderbund,Hudson Soft,https://www.vgchartz.com/games/boxart/2293424ccc.jpg,01/09/1987
SD Gundam Gaiden: Knight Gundam Monogatari,Nintendo Entertainment System,0.0,Bandai,Bandai,https://www.vgchartz.com/games/boxart/full_5568626JapanFrontccc.jpg,11/08/1990
The Simpsons: Bart vs. the Space Mutants,Nintendo Entertainment System,0.0,Acclaim Entertainment,Imagineering Inc.,https://www.vgchartz.com/games/boxart/9403633ccc.gif,01/02/1991
Paperboy 2,Nintendo Entertainment System,0.0,Mindscape,Tengen,https://www.vgchartz.com/games/boxart/full_5555510AmericaFrontccc.jpg,01/04/1992
Osomatsu-kun: Back to Zami no Deppa,Nintendo Entertainment System,0.0,Bandai,Bandai,https://www.vgchartz.com/games/boxart/full_osomatsu-kun-back-to-zami-no-deppa_185JapanFront.jpg,08/12/1989
Back to the Future Part II & III,Nintendo Entertainment System,0.0,LJN,Beam Software,https://www.vgchartz.com/games/boxart/full_back-to-the-future-part-ii-amp-iii_1AmericaFront.jpg,01/09/1990
Thundercade,Nintendo Entertainment System,0.0,Sammy Corporation,Micronics,https://www.vgchartz.com/games/boxart/full_6727362AmericaFrontccc.jpg,01/07/1989
Hell Fighter,Nintendo Entertainment System,0.0,Unknown,Thin Chen Enterprises,https://www.vgchartz.com/games/boxart/full_894606JapanFrontccc.jpg,
Spiritual Warfare,Nintendo Entertainment System,0.0,Wisdom Tree,Wisdom Tree,https://www.vgchartz.com/games/boxart/5065281ccc.jpg,01/01/1992
Mappy-Land,Nintendo Entertainment System,0.0,Taxan,Namco,https://www.vgchartz.com/games/boxart/full_8257328AmericaFrontccc.jpg,01/04/1989
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,Nintendo Entertainment System,1.5,Hudson Soft,Hudson Soft,https://www.vgchartz.com/games/boxart/full_5186235JapanFrontccc.jpg,05/03/1986
Archon,Nintendo Entertainment System,0.0,Activision,Bulletproof Software,https://www.vgchartz.com/games/boxart/4351298ccc.jpg,01/12/1989
Juvei Quest,Nintendo Entertainment System,0.0,Namco,Birthday,https://www.vgchartz.com/games/boxart/full_7191877JapanFrontccc.jpg,04/01/1991
Castlevania III: Dracula's Curse,Nintendo Entertainment System,0.85,Konami,Konami,https://www.vgchartz.com/games/boxart/3428182ccc.jpg,01/10/1990
Adventures of Tom Sawyer,Nintendo Entertainment System,0.0,Seta Corporation,Seta Corporation,https://www.vgchartz.com/games/boxart/7183229ccc.jpg,01/08/1989
Takeshi no Sengoku Fuuunko,Nintendo Entertainment System,0.0,Taito,Taito Corporation,https://www.vgchartz.com/games/boxart/full_1261968JapanFrontccc.jpg,25/11/1988
Sky Kid,Nintendo Entertainment System,0.0,Sunsoft,Namco,https://www.vgchartz.com/games/boxart/full_8553341AmericaFrontccc.jpg,01/01/1986
Baby Boomer,Nintendo Entertainment System,0.0,Color Dreams,Color Dreams,https://www.vgchartz.com/games/boxart/4624148ccc.jpg,01/01/1989
Aoki Ookami to Shiroki Meshika: Genchou Hishi,Nintendo Entertainment System,0.0,KOEI,Koei,https://www.vgchartz.com/games/boxart/full_290679JapanFrontccc.jpg,25/03/1993
Genghis Khan,Nintendo Entertainment System,0.0,KOEI,Koei,https://www.vgchartz.com/games/boxart/3088705ccc.jpg,01/01/1989
Battletoads / Double Dragon,Nintendo Entertainment System,0.0,Tradewest,Rare Ltd.,https://www.vgchartz.com/games/boxart/6011117ccc.jpg,01/01/1993
Disney's Chip 'n Dale: Rescue Rangers 2,Nintendo Entertainment System,0.0,Capcom,Capcom,https://www.vgchartz.com/games/boxart/full_2073704AmericaFrontccc.jpg,01/01/1994
Indiana Jones and the Last Crusade (Ubi Soft),Nintendo Entertainment System,0.0,Ubisoft,NMS Software,https://www.vgchartz.com/games/boxart/full_879844AmericaFrontccc.jpg,01/12/1993
Hellraiser,Nintendo Entertainment System,0.0,Unknown,Color Dreams,https://www.vgchartz.com/games/boxart/full_hellraiser_513AmericaFront.jpg,31/12/2020
Little Samson,Nintendo Entertainment System,0.0,Taito,Takeru,https://www.vgchartz.com/games/boxart/6139869ccc.jpg,22/10/1992
F-15 City War,Nintendo Entertainment System,0.0,American Video Entertainment,American Video Entertainment,https://www.vgchartz.com/games/boxart/full_f-15-city-war_9AmericaFront.jpg,01/01/1990
Donkey Kong Jr. (FDS),Nintendo Entertainment System,0.0,Nintendo,Nintendo R&D1,https://www.vgchartz.com/games/boxart/full_6649941JapanFrontccc.jpeg,19/07/1988
Spy Hunter,Nintendo Entertainment System,0.0,Sunsoft,SunSoft,https://www.vgchartz.com/games/boxart/7421373ccc.jpg,01/09/1987
Street Fighter 2010: The Final Fight,Nintendo Entertainment System,0.0,Capcom,Capcom,https://www.vgchartz.com/games/boxart/2834256ccc.jpg,03/08/1990
Ninja Crusaders,Nintendo Entertainment System,0.0,Sammy Corporation,NMK,https://www.vgchartz.com/games/boxart/full_ninja-crusaders_6AmericaFront.jpg,01/12/1990
Werewolf: The Last Warrior,Nintendo Entertainment System,0.0,Data East,Takara,https://www.vgchartz.com/games/boxart/3387320ccc.jpg,01/01/1990
Pocket Zaurus: Ju Ouken no Nazo,Nintendo Entertainment System,0.0,Bandai,Bandai,https://www.vgchartz.com/games/boxart/full_pocket-zaurus-ju-ouken-no-nazo_8JapanFront.jpg,27/02/1987
Pictionary,Nintendo Entertainment System,0.0,LJN,Software Creations,https://www.vgchartz.com/games/boxart/full_pictionary_1AmericaFront.jpg,01/07/1990
Dragon Ball Z II: Gekigami Freeza!!,Nintendo Entertainment System,0.0,Bandai,Bandai,https://www.vgchartz.com/games/boxart/full_dragon-ball-z-ii-gekigami-freeza_3JapanFront.jpg,10/08/1991
Family Trainer: Rairai Kyonshizu: Baby Kyonshii no Amida Daibouken,Nintendo Entertainment System,0.0,Bandai,Bandai,https://www.vgchartz.com/games/boxart/full_family-trainer-rairai-kyonshizu-baby-kyonshii-no-amida-daibouken_190JapanFront.jpg,26/01/1989
Saint Seiya: Ougon Densetsu Kanketsu Hen,Nintendo Entertainment System,0.0,Bandai,Konami,https://www.vgchartz.com/games/boxart/full_3134625JapanFrontccc.jpg,30/05/1988
Ufouria: The Saga,Nintendo Entertainment System,0.0,Sunsoft,SunSoft,https://www.vgchartz.com/games/boxart/full_9295775PALFrontccc.jpg,19/11/1992
Bigfoot,Nintendo Entertainment System,0.0,Acclaim Entertainment,Beam Software,https://www.vgchartz.com/games/boxart/full_1259762AmericaFrontccc.jpg,01/07/1990
Ike Ike! Nekketsu Hockey-bu: Subette Koronde Dairantou,Nintendo Entertainment System,0.0,Technos Japan Corporation,Technos Japan,https://www.vgchartz.com/games/boxart/full_8464855JapanFrontccc.jpg,07/02/1992
Guerrilla War,Nintendo Entertainment System,0.0,SNK,SNK Corporation,https://www.vgchartz.com/games/boxart/full_guerrilla-war_124AmericaFront.jpg,01/06/1989
Teenage Mutant Ninja Turtles: Tournament Fighters,Nintendo Entertainment System,0.07,Konami,Konami,https://www.vgchartz.com/games/boxart/2822291ccc.jpg,01/02/1994
Cobra Triangle,Nintendo Entertainment System,0.0,Nintendo,Rare Ltd.,https://www.vgchartz.com/games/boxart/9224214ccc.jpg,01/07/1989
Kamen Rider Club: Gekitotsu Shocker Land,Nintendo Entertainment System,0.0,Bandai,Bandai,https://www.vgchartz.com/games/boxart/full_264476JapanFrontccc.jpg,03/02/1988
Wayne Gretzky Hockey,Nintendo Entertainment System,0.0,THQ,Bethesda Softworks,https://www.vgchartz.com/games/boxart/full_wayne-gretzky-hockey_110AmericaFront.jpg,01/01/1991
Where's Waldo?,Nintendo Entertainment System,0.0,THQ,Bethesda Softworks,https://www.vgchartz.com/games/boxart/6674944ccc.jpg,01/09/1991
The Flintstones: The Rescue of Dino & Hoppy,Nintendo Entertainment System,0.0,Taito,Sol,https://www.vgchartz.com/games/boxart/7916588ccc.jpg,01/12/1991
Metroid (FDS),Nintendo Entertainment System,0.0,Nintendo,Nintendo R&D1,https://www.vgchartz.com/games/boxart/full_5061513JapanFrontccc.jpg,06/08/1986
Bump 'n' Jump,Nintendo Entertainment System,0.0,Victory Lap Games,Data East,https://www.vgchartz.com/games/boxart/5766875ccc.jpg,01/12/1988
Kieta Princess (FDS),Nintendo Entertainment System,0.0,Imagineer,Infinity,https://www.vgchartz.com/games/boxart/full_kieta-princess_3JapanFront.jpg,20/12/1986
Tecmo World Wrestling,Nintendo Entertainment System,0.0,Tecmo,Tecmo,https://www.vgchartz.com/games/boxart/7564793ccc.jpg,01/04/1990
Ninja JaJaMaru: Ginga Daisakusen,Nintendo Entertainment System,0.0,Jaleco,Jaleco Entertainment,https://www.vgchartz.com/games/boxart/full_ninja-jajamaru-kun-ginga-daisakusen_7JapanFront.jpg,29/03/1991
RoadBlasters,Nintendo Entertainment System,0.0,Mindscape,Beam Software,https://www.vgchartz.com/games/boxart/3004092ccc.jpg,01/01/1990
Hirake! Ponkikki,Nintendo Entertainment System,0.0,Takara,Takara,https://www.vgchartz.com/games/boxart/full_hirake-ponkikki_35JapanFront.jpg,17/04/1992
F1 Circus,Nintendo Entertainment System,0.0,Nichibutsu,Nichibutsu,https://www.vgchartz.com/games/boxart/full_f1-circus_4JapanFront.jpg,07/02/1992
Disney's The Jungle Book,Nintendo Entertainment System,0.0,Virgin Interactive,Eurocom Entertainment Software,https://www.vgchartz.com/games/boxart/full_4421531AmericaFrontccc.jpg,01/08/1994
Jovial Race,Nintendo Entertainment System,0.0,Sachen,Thin Chen Enterprises,https://www.vgchartz.com/games/boxart/default.jpg,01/01/1989
Wario's Woods,Nintendo Entertainment System,0.0,Nintendo,Nintendo,https://www.vgchartz.com/games/boxart/321370ccc.jpg,10/12/1994
Vindicators,Nintendo Entertainment System,0.0,Tengen,HammerHead Ltd.,https://www.vgchartz.com/games/boxart/full_929491AmericaFrontccc.jpg,01/01/1988
Sea of Dreamland,Nintendo Entertainment System,0.0,Unknown,Mega Soft,https://www.vgchartz.com/games/boxart/full_sea-of-dreamland_692PALFront.jpg,01/01/1992
Winter Games,Nintendo Entertainment System,0.0,Acclaim Entertainment,Pony Canyon,https://www.vgchartz.com/games/boxart/3054781ccc.jpg,01/09/1987
Choujikuu Yousai Macross,Nintendo Entertainment System,0.0,Bandai,Bandai,https://www.vgchartz.com/games/boxart/full_2867870JapanFrontccc.jpg,10/12/1985
Monster Party,Nintendo Entertainment System,0.0,Bandai,Bandai,https://www.vgchartz.com/games/boxart/1041502ccc.jpg,01/06/1989
Star Wars (Japan),Nintendo Entertainment System,0.0,Namco,Namco,https://www.vgchartz.com/games/boxart/full_2391667JapanFrontccc.jpg,04/12/1987
Boulder Dash,Nintendo Entertainment System,0.0,JVC,First Star Software,https://www.vgchartz.com/games/boxart/full_3241649AmericaFrontccc.jpg,01/06/1990
Chibi Maruko-Chan: Uki Uki Shopping,Nintendo Entertainment System,0.0,Namco,Namco,https://www.vgchartz.com/games/boxart/full_4251186JapanFrontccc.jpg,04/10/1991
Gargoyle's Quest II,Nintendo Entertainment System,0.0,Capcom,Capcom,https://www.vgchartz.com/games/boxart/2960915ccc.jpg,01/10/1992
Battle Tank,Nintendo Entertainment System,0.0,Absolute Entertainment,Absolute Entertainment,https://www.vgchartz.com/games/boxart/6279284ccc.jpg,01/09/1990
Mario Kart 8 Deluxe,Nintendo Switch,60.58,Nintendo,Nintendo EPD,https://www.vgchartz.com/games/boxart/full_895207AmericaFrontccc.png,28/04/2017
Animal Crossing: New Horizons,Nintendo Switch,44.79,Nintendo,Nintendo,https://www.vgchartz.com/games/boxart/full_5208890AmericaFrontccc.jpg,20/03/2020
Super Smash Bros. Ultimate,Nintendo Switch,33.67,Nintendo,Bandai Namco Games,https://www.vgchartz.com/games/boxart/full_8608465AmericaFrontccc.jpg,07/12/2018
The Legend of Zelda: Breath of the Wild,Nintendo Switch,31.61,Nintendo,Nintendo EPD,https://www.vgchartz.com/games/boxart/full_4436858AmericaFrontccc.png,03/03/2017
Super Mario Odyssey,Nintendo Switch,27.65,Nintendo,Nintendo EPD,https://www.vgchartz.com/games/boxart/full_1659701AmericaFrontccc.jpg,27/10/2017
Pokémon Sword / Shield,Nintendo Switch,26.17,Nintendo,Game Freak,https://www.vgchartz.com/games/boxart/full_4549099AmericaFrontccc.png,15/11/2019
Pokémon Scarlet / Violet,Nintendo Switch,24.36,Nintendo,Game Freak,https://www.vgchartz.com/games/boxart/full_1190583AmericaFrontccc.jpg,18/11/2022
Super Mario Party,Nintendo Switch,20.34,Nintendo,"Nd Cube Co., Ltd.",https://www.vgchartz.com/games/boxart/full_4963230AmericaFrontccc.jpg,05/10/2018
The Legend of Zelda: Tears of the Kingdom,Nintendo Switch,20.28,Nintendo,Nintendo,https://www.vgchartz.com/games/boxart/full_1861519AmericaFrontccc.jpg,12/05/2023
New Super Mario Bros. U Deluxe,Nintendo Switch,17.2,Nintendo,Nintendo EPD,https://www.vgchartz.com/games/boxart/full_4959961AmericaFrontccc.jpg,11/01/2019
Ring Fit Adventure,Nintendo Switch,15.38,Nintendo,Nintendo EPD,https://www.vgchartz.com/games/boxart/full_3483868AmericaFrontccc.jpg,18/10/2019
"Pokémon: Let's Go, Pikachu/Eevee",Nintendo Switch,15.07,Nintendo,Game Freak,https://www.vgchartz.com/games/boxart/full_2669309AmericaFrontccc.jpg,16/11/2018
Pokémon Brilliant Diamond / Shining Pearl,Nintendo Switch,15.06,Nintendo,Game Freak,https://www.vgchartz.com/games/boxart/full_6071133AmericaFrontccc.png,19/11/2021
Pokémon Legends: Arceus,Nintendo Switch,14.83,Nintendo,Game Freak,https://www.vgchartz.com/games/boxart/full_89834AmericaFrontccc.jpg,28/01/2022
Luigi's Mansion 3,Nintendo Switch,13.98,Nintendo,"Next Level Games, Inc.",https://www.vgchartz.com/games/boxart/full_3171235AmericaFrontccc.jpg,31/10/2019
Splatoon 2,Nintendo Switch,13.6,Nintendo,Nintendo EPD,https://www.vgchartz.com/games/boxart/full_7536933AmericaFrontccc.png,21/07/2017
Super Mario 3D World + Bowser's Fury,Nintendo Switch,13.17,Nintendo,Nintendo,https://www.vgchartz.com/games/boxart/full_437865AmericaFrontccc.jpg,12/02/2021
Nintendo Switch Sports,Nintendo Switch,12.48,Nintendo,Nintendo,https://www.vgchartz.com/games/boxart/full_3838483AmericaFrontccc.jpg,29/04/2022
Mario Party Superstars,Nintendo Switch,12.31,Nintendo,Nintendo,https://www.vgchartz.com/games/boxart/full_9307768AmericaFrontccc.png,29/10/2021
